,time,open,high,low,close,tick_volume,spread,real_volume
136,2022-01-05 20:00:00,1.13408,1.13413,1.1335600000000001,1.13409,850,0,0
137,2022-01-05 20:30:00,1.13407,1.13447,1.13361,1.13366,617,0,0
138,2022-01-05 21:00:00,1.13366,1.1339,1.13083,1.13196,5049,0,0
139,2022-01-05 21:30:00,1.13201,1.13206,1.13097,1.13104,2933,0,0
140,2022-01-05 22:00:00,1.13105,1.13118,1.13018,1.1311,2260,0,0
141,2022-01-05 22:30:00,1.13109,1.1313,1.13077,1.1311,1277,0,0
142,2022-01-05 23:00:00,1.13109,1.13131,1.13076,1.13125,507,1,0
143,2022-01-05 23:30:00,1.13125,1.13136,1.13108,1.13135,407,5,0
144,2022-01-06 00:00:00,1.13111,1.1313,1.13081,1.13081,195,38,0
145,2022-01-06 00:30:00,1.13087,1.13121,1.13055,1.13079,2570,21,0
146,2022-01-06 01:00:00,1.13079,1.13114,1.13077,1.13109,542,7,0
147,2022-01-06 01:30:00,1.13103,1.13138,1.131,1.131,238,7,0
148,2022-01-06 02:00:00,1.131,1.1313,1.131,1.1311,320,0,0
149,2022-01-06 02:30:00,1.13108,1.13108,1.13075,1.13079,454,0,0
150,2022-01-06 03:00:00,1.13079,1.13095,1.13048,1.13071,598,0,0
151,2022-01-06 03:30:00,1.13071,1.13187,1.13069,1.13164,640,0,0
152,2022-01-06 04:00:00,1.13164,1.13167,1.1312,1.13127,680,0,0
153,2022-01-06 04:30:00,1.13127,1.13204,1.13123,1.1319,775,0,0
154,2022-01-06 05:00:00,1.13188,1.13188,1.13116,1.1312,651,0,0
155,2022-01-06 05:30:00,1.1312,1.13158,1.13084,1.1314899999999999,768,0,0
156,2022-01-06 06:00:00,1.1315,1.13162,1.13112,1.13138,623,0,0
157,2022-01-06 06:30:00,1.13136,1.13152,1.13118,1.1312,564,0,0
158,2022-01-06 07:00:00,1.1312,1.13121,1.13068,1.131,539,0,0
159,2022-01-06 07:30:00,1.131,1.1311499999999999,1.13069,1.13089,668,0,0
160,2022-01-06 08:00:00,1.13089,1.1309,1.1301,1.13023,718,1,0
161,2022-01-06 08:30:00,1.13022,1.13059,1.12962,1.12972,856,0,0
162,2022-01-06 09:00:00,1.12973,1.12974,1.12883,1.1294,1748,0,0
163,2022-01-06 09:30:00,1.1294,1.12957,1.12846,1.12896,1650,0,0
164,2022-01-06 10:00:00,1.12898,1.13058,1.12848,1.13055,2124,0,0
165,2022-01-06 10:30:00,1.13055,1.13095,1.12889,1.1294,2020,0,0
166,2022-01-06 11:00:00,1.1294,1.1307,1.12886,1.13037,1650,0,0
167,2022-01-06 11:30:00,1.13037,1.13084,1.13002,1.13055,1288,0,0
168,2022-01-06 12:00:00,1.13053,1.13269,1.13046,1.13242,1893,0,0
169,2022-01-06 12:30:00,1.13242,1.13248,1.13074,1.13125,1689,0,0
170,2022-01-06 13:00:00,1.13121,1.1313900000000001,1.13056,1.13081,1399,0,0
171,2022-01-06 13:30:00,1.13081,1.13216,1.13024,1.13134,1794,0,0
172,2022-01-06 14:00:00,1.13135,1.1314899999999999,1.13047,1.13126,1856,1,0
173,2022-01-06 14:30:00,1.13129,1.13187,1.13117,1.13131,2180,1,0
174,2022-01-06 15:00:00,1.13131,1.13201,1.13105,1.13133,2765,0,0
175,2022-01-06 15:30:00,1.13132,1.1317300000000001,1.1303,1.13119,3007,0,0
176,2022-01-06 16:00:00,1.13119,1.13197,1.13066,1.131,2506,1,0
177,2022-01-06 16:30:00,1.131,1.13316,1.13063,1.13216,4525,0,0
178,2022-01-06 17:00:00,1.13264,1.13297,1.13013,1.13083,4473,0,0
179,2022-01-06 17:30:00,1.13083,1.13178,1.1293,1.12961,3653,0,0
180,2022-01-06 18:00:00,1.1296,1.13092,1.12904,1.13077,2594,0,0
181,2022-01-06 18:30:00,1.13077,1.13081,1.13013,1.13069,1907,0,0
182,2022-01-06 19:00:00,1.13069,1.13091,1.13022,1.1306,1387,0,0
183,2022-01-06 19:30:00,1.1306,1.13076,1.12934,1.12958,1080,0,0
184,2022-01-06 20:00:00,1.12957,1.12979,1.12916,1.12939,922,0,0
185,2022-01-06 20:30:00,1.12939,1.12952,1.12881,1.12919,686,0,0
186,2022-01-06 21:00:00,1.12919,1.12972,1.12916,1.12965,479,0,0
187,2022-01-06 21:30:00,1.12965,1.12998,1.12868,1.1287,991,0,0
188,2022-01-06 22:00:00,1.1287,1.12943,1.12862,1.1290499999999999,908,0,0
189,2022-01-06 22:30:00,1.12904,1.1292200000000001,1.12897,1.12913,630,0,0
190,2022-01-06 23:00:00,1.12915,1.12933,1.1287,1.12924,456,1,0
191,2022-01-06 23:30:00,1.12924,1.12996,1.1292,1.12976,592,5,0
192,2022-01-07 00:00:00,1.1296,1.1296,1.1292200000000001,1.12938,273,17,0
193,2022-01-07 00:30:00,1.12944,1.12959,1.12931,1.12937,323,24,0
194,2022-01-07 01:00:00,1.12937,1.12977,1.12934,1.12965,427,6,0
195,2022-01-07 01:30:00,1.12968,1.12977,1.12936,1.12947,411,7,0
196,2022-01-07 02:00:00,1.12952,1.12978,1.12929,1.12941,396,0,0
197,2022-01-07 02:30:00,1.12945,1.12974,1.12901,1.12958,420,0,0
198,2022-01-07 03:00:00,1.12959,1.13004,1.12959,1.12968,611,0,0
199,2022-01-07 03:30:00,1.12967,1.13009,1.12962,1.13006,441,0,0
200,2022-01-07 04:00:00,1.13006,1.1301700000000001,1.1299,1.12991,399,0,0
201,2022-01-07 04:30:00,1.12991,1.12991,1.12952,1.12955,516,0,0
202,2022-01-07 05:00:00,1.12955,1.1301700000000001,1.12955,1.13002,269,0,0
203,2022-01-07 05:30:00,1.13001,1.13002,1.12971,1.12991,282,0,0
204,2022-01-07 06:00:00,1.12991,1.13004,1.1298,1.13003,197,0,0
205,2022-01-07 06:30:00,1.13003,1.13034,1.12999,1.13009,278,0,0
206,2022-01-07 07:00:00,1.13009,1.13034,1.13009,1.13021,276,0,0
207,2022-01-07 07:30:00,1.13021,1.13033,1.12998,1.13023,310,0,0
208,2022-01-07 08:00:00,1.13023,1.13034,1.13003,1.13021,308,0,0
209,2022-01-07 08:30:00,1.13021,1.13022,1.1298300000000001,1.12989,406,0,0
210,2022-01-07 09:00:00,1.12987,1.1304400000000001,1.1298,1.13039,916,0,0
211,2022-01-07 09:30:00,1.13037,1.13059,1.13,1.13055,1000,0,0
212,2022-01-07 10:00:00,1.13055,1.13087,1.13014,1.13077,1388,0,0
213,2022-01-07 10:30:00,1.13077,1.13153,1.1306,1.13123,1486,0,0
214,2022-01-07 11:00:00,1.13121,1.13158,1.13093,1.13153,1253,0,0
215,2022-01-07 11:30:00,1.13153,1.1317300000000001,1.13126,1.1314899999999999,1022,0,0
216,2022-01-07 12:00:00,1.1314899999999999,1.13192,1.13118,1.1313,1033,0,0
217,2022-01-07 12:30:00,1.1313,1.13131,1.13034,1.1306,841,0,0
218,2022-01-07 13:00:00,1.1306,1.13081,1.13009,1.13046,790,0,0
219,2022-01-07 13:30:00,1.13047,1.1308,1.1302,1.13045,760,0,0
220,2022-01-07 14:00:00,1.13045,1.13051,1.12984,1.13004,770,0,0
221,2022-01-07 14:30:00,1.13004,1.1302,1.12963,1.12975,1029,0,0
222,2022-01-07 15:00:00,1.12975,1.13061,1.12949,1.13004,1869,0,0
223,2022-01-07 15:30:00,1.13004,1.13226,1.1292200000000001,1.1301700000000001,6456,0,0
224,2022-01-07 16:00:00,1.1301700000000001,1.13246,1.1299,1.13236,3443,0,0
225,2022-01-07 16:30:00,1.13235,1.13343,1.13187,1.13302,3630,0,0
226,2022-01-07 17:00:00,1.13302,1.13491,1.13293,1.1348,3004,0,0
227,2022-01-07 17:30:00,1.13479,1.1348,1.13349,1.13468,2916,0,0
228,2022-01-07 18:00:00,1.13469,1.13499,1.13375,1.13422,2199,0,0
229,2022-01-07 18:30:00,1.13422,1.13571,1.13398,1.13564,1524,0,0
230,2022-01-07 19:00:00,1.13564,1.13582,1.13494,1.13567,1357,0,0
231,2022-01-07 19:30:00,1.13567,1.13577,1.13521,1.13564,633,0,0
232,2022-01-07 20:00:00,1.1356,1.13597,1.13547,1.13573,792,0,0
233,2022-01-07 20:30:00,1.13573,1.13622,1.13572,1.13574,477,0,0
234,2022-01-07 21:00:00,1.13572,1.13631,1.13568,1.13626,444,0,0
235,2022-01-07 21:30:00,1.13626,1.13647,1.13605,1.1362700000000001,587,0,0
236,2022-01-07 22:00:00,1.1362700000000001,1.13639,1.13583,1.13617,485,0,0
237,2022-01-07 22:30:00,1.13617,1.13617,1.13573,1.13613,497,0,0
238,2022-01-07 23:00:00,1.1360999999999999,1.1360999999999999,1.13582,1.13601,365,1,0
239,2022-01-07 23:30:00,1.13601,1.13613,1.1358,1.1359,327,5,0
240,2022-01-10 00:00:00,1.1355,1.13597,1.13524,1.13547,250,10,0
241,2022-01-10 00:30:00,1.1354899999999999,1.13577,1.13545,1.1356,1545,18,0
242,2022-01-10 01:00:00,1.1356,1.13599,1.13492,1.13508,758,6,0
243,2022-01-10 01:30:00,1.13508,1.13553,1.13508,1.13532,458,7,0
244,2022-01-10 02:00:00,1.13532,1.13547,1.1351499999999999,1.13529,420,0,0
245,2022-01-10 02:30:00,1.1353,1.13579,1.13529,1.1354899999999999,398,0,0
246,2022-01-10 03:00:00,1.1354899999999999,1.13563,1.13546,1.13554,281,0,0
247,2022-01-10 03:30:00,1.13554,1.13562,1.13497,1.13502,425,0,0
248,2022-01-10 04:00:00,1.13503,1.1352,1.13451,1.13468,437,0,0
249,2022-01-10 04:30:00,1.13469,1.13473,1.13392,1.13396,372,0,0
250,2022-01-10 05:00:00,1.13396,1.13397,1.13372,1.13372,307,0,0
251,2022-01-10 05:30:00,1.13373,1.13382,1.13339,1.13376,310,0,0
252,2022-01-10 06:00:00,1.13377,1.13408,1.13355,1.13357,269,0,0
253,2022-01-10 06:30:00,1.13357,1.13376,1.1333199999999999,1.13344,217,0,0
254,2022-01-10 07:00:00,1.13344,1.13355,1.13335,1.13342,201,0,0
255,2022-01-10 07:30:00,1.13342,1.13354,1.1332,1.13351,210,0,0
256,2022-01-10 08:00:00,1.13349,1.13354,1.13266,1.13288,436,0,0
257,2022-01-10 08:30:00,1.1329,1.13339,1.13282,1.13337,460,0,0
258,2022-01-10 09:00:00,1.13336,1.13364,1.13287,1.13336,1041,0,0
259,2022-01-10 09:30:00,1.13336,1.13363,1.13273,1.13292,1258,0,0
260,2022-01-10 10:00:00,1.13292,1.13313,1.13206,1.13262,2398,0,0
261,2022-01-10 10:30:00,1.1326100000000001,1.13363,1.13216,1.13357,2080,0,0
262,2022-01-10 11:00:00,1.13357,1.13447,1.13331,1.13358,1444,0,0
263,2022-01-10 11:30:00,1.13357,1.13364,1.13256,1.1326100000000001,1203,0,0
264,2022-01-10 12:00:00,1.13264,1.13344,1.13227,1.13314,1307,0,0
265,2022-01-10 12:30:00,1.13314,1.13317,1.1323699999999999,1.13297,1135,0,0
266,2022-01-10 13:00:00,1.13297,1.13364,1.13223,1.13336,1276,0,0
267,2022-01-10 13:30:00,1.13336,1.13336,1.13227,1.13256,1275,0,0
268,2022-01-10 14:00:00,1.13256,1.13296,1.13205,1.13231,1340,0,0
269,2022-01-10 14:30:00,1.13232,1.1323400000000001,1.13118,1.13165,1847,0,0
270,2022-01-10 15:00:00,1.13163,1.13243,1.13129,1.13144,1873,0,0
271,2022-01-10 15:30:00,1.13144,1.13182,1.12951,1.12971,3114,0,0
272,2022-01-10 16:00:00,1.12972,1.12982,1.12853,1.12912,2490,0,0
273,2022-01-10 16:30:00,1.12912,1.1298,1.12888,1.12974,2729,0,0
274,2022-01-10 17:00:00,1.12974,1.13094,1.12928,1.1304,2660,0,0
275,2022-01-10 17:30:00,1.13039,1.1327099999999999,1.13033,1.13185,3030,0,0
276,2022-01-10 18:00:00,1.13185,1.13285,1.13159,1.13253,2143,0,0
277,2022-01-10 18:30:00,1.13253,1.13288,1.13199,1.13274,1648,0,0
278,2022-01-10 19:00:00,1.13274,1.13338,1.13273,1.13303,1068,0,0
279,2022-01-10 19:30:00,1.13305,1.13349,1.13283,1.13286,1212,0,0
280,2022-01-10 20:00:00,1.13284,1.13311,1.13228,1.13236,1024,0,0
281,2022-01-10 20:30:00,1.13235,1.13273,1.13209,1.13222,927,0,0
282,2022-01-10 21:00:00,1.13223,1.13267,1.1320000000000001,1.13248,733,0,0
283,2022-01-10 21:30:00,1.13249,1.13269,1.13203,1.13233,875,0,0
284,2022-01-10 22:00:00,1.13232,1.13285,1.13222,1.13284,918,0,0
285,2022-01-10 22:30:00,1.13284,1.13302,1.1326,1.13262,731,0,0
286,2022-01-10 23:00:00,1.13262,1.13288,1.13247,1.13288,558,1,0
287,2022-01-10 23:30:00,1.13288,1.133,1.13252,1.13252,366,5,0
288,2022-01-11 00:00:00,1.1323,1.1327,1.13189,1.13238,403,27,0
289,2022-01-11 00:30:00,1.1323699999999999,1.13279,1.1323699999999999,1.13246,658,17,0
290,2022-01-11 01:00:00,1.13249,1.1332200000000001,1.13249,1.13317,244,7,0
291,2022-01-11 01:30:00,1.13317,1.13317,1.13286,1.1329799999999999,199,6,0
292,2022-01-11 02:00:00,1.13297,1.13337,1.13279,1.1333199999999999,432,0,0
293,2022-01-11 02:30:00,1.1333199999999999,1.13346,1.13312,1.13328,400,0,0
294,2022-01-11 03:00:00,1.13326,1.13413,1.1332200000000001,1.13405,543,0,0
295,2022-01-11 03:30:00,1.13404,1.13415,1.13346,1.13363,771,0,0
296,2022-01-11 04:00:00,1.13364,1.13436,1.13346,1.13432,428,0,0
297,2022-01-11 04:30:00,1.13432,1.13437,1.1337,1.13379,426,0,0
298,2022-01-11 05:00:00,1.13379,1.13421,1.13369,1.13411,388,0,0
299,2022-01-11 05:30:00,1.13411,1.13425,1.13409,1.13413,263,0,0
300,2022-01-11 06:00:00,1.13413,1.13414,1.13375,1.13392,185,0,0
301,2022-01-11 06:30:00,1.13392,1.1341,1.13385,1.13407,271,0,0
302,2022-01-11 07:00:00,1.13407,1.1342,1.13399,1.13407,251,0,0
303,2022-01-11 07:30:00,1.13407,1.13442,1.1338300000000001,1.13388,340,0,0
304,2022-01-11 08:00:00,1.13389,1.13434,1.13389,1.13397,451,0,0
305,2022-01-11 08:30:00,1.13397,1.13424,1.13318,1.13363,899,0,0
306,2022-01-11 09:00:00,1.13368,1.1344400000000001,1.13355,1.13416,1348,0,0
307,2022-01-11 09:30:00,1.13416,1.13429,1.13348,1.13418,1447,0,0
308,2022-01-11 10:00:00,1.13415,1.13494,1.13391,1.13472,2315,0,0
309,2022-01-11 10:30:00,1.13472,1.1351499999999999,1.13437,1.13491,1315,0,0
310,2022-01-11 11:00:00,1.13491,1.13517,1.13445,1.13462,1103,0,0
311,2022-01-11 11:30:00,1.13463,1.13463,1.13288,1.13335,1888,0,0
312,2022-01-11 12:00:00,1.13336,1.1339,1.1326100000000001,1.13274,1471,0,0
313,2022-01-11 12:30:00,1.13276,1.13363,1.13268,1.13304,1168,0,0
314,2022-01-11 13:00:00,1.13304,1.13336,1.1326,1.13327,1028,0,0
315,2022-01-11 13:30:00,1.13327,1.13435,1.13316,1.13387,1123,0,0
316,2022-01-11 14:00:00,1.13387,1.13421,1.13306,1.13326,1697,0,0
317,2022-01-11 14:30:00,1.13326,1.13369,1.13307,1.13312,1440,0,0
318,2022-01-11 15:00:00,1.13312,1.13388,1.13288,1.13316,1643,0,0
319,2022-01-11 15:30:00,1.13316,1.13343,1.1323,1.1326,1865,0,0
320,2022-01-11 16:00:00,1.1326100000000001,1.13294,1.13207,1.13254,1933,0,0
321,2022-01-11 16:30:00,1.13254,1.13305,1.13131,1.13233,2538,0,0
322,2022-01-11 17:00:00,1.13235,1.13386,1.13229,1.13349,2156,0,0
323,2022-01-11 17:30:00,1.13349,1.13451,1.13344,1.13402,2433,0,0
324,2022-01-11 18:00:00,1.13403,1.13651,1.13402,1.1362,2498,0,0
325,2022-01-11 18:30:00,1.13619,1.13686,1.13609,1.13618,1477,0,0
326,2022-01-11 19:00:00,1.13618,1.13631,1.13538,1.13574,1070,0,0
327,2022-01-11 19:30:00,1.13574,1.13594,1.1353,1.13542,817,0,0
